,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
54,"[-30, -19, 2, 25, 8, -8, -1, 30, -8, 20, 25, -18]","[8, -19, 2, -8, 25, -30, 20, -18, 30, -1, 25, -8]","[-28, -17, 4, 27, 10, -6, 1, 32, -6, 22, 27, -16]","[-60, -38, 4, 50, 16, -16, -2, 60, -16, 40, 50, -36]","[-0.03333333333333333, -0.05263157894736842, 0.5, 0.04, 0.125, -0.125, -1.0, 0.03333333333333333, -0.125, 0.05, 0.04, -0.05555555555555555]","[-30, -19, 2, 2, 25, 8, -8, -1, 30, -8, 20, 25, -18]","[-30, -19, 25, 8, -8, -1, 30, -8, 20, 25, -18]",26,26,50,52,-0.6031871345029239,28,24,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
55,"[23, -24, -9, 6, 8, 21, 12]","[8, 23, 12, -24, 21, -9, 6]","[25, -22, -7, 8, 10, 23, 14]","[46, -48, -18, 12, 16, 42, 24]","[0.043478260869565216, -0.041666666666666664, -0.1111111111111111, 0.16666666666666666, 0.125, 0.047619047619047616, 0.08333333333333333]","[23, -24, -9, 2, 6, 8, 21, 12]","[-24, -9, 6, 8, 21, 12]",37,37,51,74,0.31331953071083507,39,14,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
56,"[0, 17, 7, -25, 5, -18, -9, -19, -18, 1]","[5, 1, -18, -19, 0, -25, -9, 17, -18, 7]","[2, 19, 9, -23, 7, -16, -7, -17, -16, 3]","[0, 34, 14, -50, 10, -36, -18, -38, -36, 2]","['ZeroDivisionError', 0.058823529411764705, 0.14285714285714285, -0.04, 0.2, -0.05555555555555555, -0.1111111111111111, -0.05263157894736842, -0.05555555555555555, 1.0]","[0, 17, 7, 2, -25, 5, -18, -9, -19, -18, 1]","[0, 17, 7, -25, 5, -18, -9, -19, 1]",-59,-59,-39,-118,error,-57,-41,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
57,"[20, 6]","[6, 20]","[22, 8]","[40, 12]","[0.05, 0.16666666666666666]","[2, 20, 6]",[6],26,26,30,52,0.21666666666666667,28,6,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
58,"[-26, -29, -24, 12, -26, 16, -30, 8, -18, 22, -8, -20, -25]","[8, -8, 12, 16, -24, -18, -26, -26, -25, -30, -29, -20, 22]","[-24, -27, -22, 14, -24, 18, -28, 10, -16, 24, -6, -18, -23]","[-52, -58, -48, 24, -52, 32, -60, 16, -36, 44, -16, -40, -50]","[-0.038461538461538464, -0.034482758620689655, -0.041666666666666664, 0.08333333333333333, -0.038461538461538464, 0.0625, -0.03333333333333333, 0.125, -0.05555555555555555, 0.045454545454545456, -0.125, -0.05, -0.04]","[-26, -29, -24, 12, -26, 2, 16, -30, 8, -18, 22, -8, -20, -25]","[-26, -29, -24, 12, -26, 16, -30, 8, 22, -8, -20, -25]",-148,-148,-122,-296,-0.14067351231144337,-146,-130,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
59,"[4, -4, -3, 9, 13, -13, -15, -20, 8, 8, -18]","[-18, 13, 8, 8, 4, -13, -20, -3, -4, -15, 9]","[6, -2, -1, 11, 15, -11, -13, -18, 10, 10, -16]","[8, -8, -6, 18, 26, -26, -30, -40, 16, 16, -36]","[0.25, -0.25, -0.3333333333333333, 0.1111111111111111, 0.07692307692307693, -0.07692307692307693, -0.06666666666666667, -0.05, 0.125, 0.125, -0.05555555555555555]","[4, -4, -3, 9, 13, -13, -15, -20, 8, 8, -18, 2]","[4, -4, -3, 9, 13, -15, -20, 8, 8, -18]",-31,-31,-9,-62,-0.1444444444444444,-29,-18,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
60,"[-1, -10, 11, 2, -17, 20, 12, -27, 17, 22, 0]","[-17, 0, 22, -1, 17, 20, 12, -10, 2, 11, -27]","[1, -8, 13, 4, -15, 22, 14, -25, 19, 24, 2]","[-2, -20, 22, 4, -34, 40, 24, -54, 34, 44, 0]","[-1.0, -0.1, 0.09090909090909091, 0.5, -0.058823529411764705, 0.05, 0.08333333333333333, -0.037037037037037035, 0.058823529411764705, 0.045454545454545456, 'ZeroDivisionError']","[-1, 2, -10, 11, 2, -17, 20, 12, -27, 17, 22, 0]","[-1, -10, 11, 2, -17, 20, 12, -27, 17, 22]",29,29,51,58,error,31,29,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
61,"[-25, -13, -24, 12, 5, 24, -3, 15, 1, -5, 16, 26, -4, -14]","[-25, 5, 15, 1, -13, -4, 24, 12, 16, -14, -5, -3, -24, 26]","[-23, -11, -22, 14, 7, 26, -1, 17, 3, -3, 18, 28, -2, -12]","[-50, -26, -48, 24, 10, 48, -6, 30, 2, -10, 32, 52, -8, -28]","[-0.04, -0.07692307692307693, -0.041666666666666664, 0.08333333333333333, 0.2, 0.041666666666666664, -0.3333333333333333, 0.06666666666666667, 1.0, -0.2, 0.0625, 0.038461538461538464, -0.25, -0.07142857142857142]","[-25, -13, -24, 12, 5, 24, -3, 15, 1, -5, 2, 16, 26, -4, -14]","[-25, -13, -24, 12, 5, 24, -3, 15, -5, 16, 26, -4, -14]",11,11,39,22,0.4792765567765568,13,10,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
62,"[19, -21, 14, -3, -22, -23, -9, -12, -3, -11, -30, -27]","[-27, -11, -12, -22, 19, -23, -30, 14, -3, -21, -9, -3]","[21, -19, 16, -1, -20, -21, -7, -10, -1, -9, -28, -25]","[38, -42, 28, -6, -44, -46, -18, -24, -6, -22, -60, -54]","[0.05263157894736842, -0.047619047619047616, 0.07142857142857142, -0.3333333333333333, -0.045454545454545456, -0.043478260869565216, -0.1111111111111111, -0.08333333333333333, -0.3333333333333333, -0.09090909090909091, -0.03333333333333333, -0.037037037037037035]","[19, -21, 14, -3, 2, -22, -23, -9, -12, -3, -11, -30, -27]","[19, -21, 14, -3, -22, -23, -12, -3, -11, -30, -27]",-128,-128,-104,-256,-1.0348822759577907,-126,-119,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
63,"[-17, -12, 27, 3, 23, 2, 14, -6, 26, 4, 23, 30, -10, 10]","[10, -6, 27, -10, 3, -17, 23, 23, 30, 2, 26, -12, 4, 14]","[-15, -10, 29, 5, 25, 4, 16, -4, 28, 6, 25, 32, -8, 12]","[-34, -24, 54, 6, 46, 4, 28, -12, 52, 8, 46, 60, -20, 20]","[-0.058823529411764705, -0.08333333333333333, 0.037037037037037035, 0.3333333333333333, 0.043478260869565216, 0.5, 0.07142857142857142, -0.16666666666666666, 0.038461538461538464, 0.25, 0.043478260869565216, 0.03333333333333333, -0.1, 0.1]","[-17, -12, 27, 3, 23, 2, 2, 14, -6, 26, 4, 23, 30, -10, 10]","[-17, -12, 27, 3, 23, 2, 14, -6, 26, 4, 23, 30, -10]",117,117,145,234,1.0417268059211795,119,107,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
64,"[4, 19, 12, 16, 20, 1, 5, -2, -11, 9, -6]","[-6, -11, -2, 5, 9, 20, 19, 1, 16, 4, 12]","[6, 21, 14, 18, 22, 3, 7, 0, -9, 11, -4]","[8, 38, 24, 32, 40, 2, 10, -4, -22, 18, -12]","[0.25, 0.05263157894736842, 0.08333333333333333, 0.0625, 0.05, 1.0, 0.2, -0.5, -0.09090909090909091, 0.1111111111111111, -0.16666666666666666]","[4, 19, 12, 16, 20, 1, 2, 5, -2, -11, 9, -6]","[4, 19, 12, 20, 1, 5, -2, -11, 9, -6]",67,67,89,134,1.0520002658160552,69,51,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
65,"[20, -18, 14, -1, -14, -3, -5, -4, -2]","[-2, -14, -5, -3, -18, 14, 20, -4, -1]","[22, -16, 16, 1, -12, -1, -3, -2, 0]","[40, -36, 28, -2, -28, -6, -10, -8, -4]","[0.05, -0.05555555555555555, 0.07142857142857142, -1.0, -0.07142857142857142, -0.3333333333333333, -0.2, -0.25, -0.5]","[20, -18, 14, -1, -14, -3, -5, -4, 2, -2]","[20, -18, 14, -1, -14, -3, -5, -4]",-13,-13,5,-26,-2.2888888888888888,-11,-11,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
66,"[-13, -6, 8, 9, 16, -7, 13]","[-6, 13, 9, -7, -13, 16, 8]","[-11, -4, 10, 11, 18, -5, 15]","[-26, -12, 16, 18, 32, -14, 26]","[-0.07692307692307693, -0.16666666666666666, 0.125, 0.1111111111111111, 0.0625, -0.14285714285714285, 0.07692307692307693]","[-13, -6, 2, 8, 9, 16, -7, 13]","[-6, 8, 9, 16, -7, 13]",20,20,34,40,-0.010912698412698402,22,33,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
67,"[14, -9, 20, -5, 17, 13, -9, 4, 8, -12, 4, -2, 4]","[-2, 4, -9, 8, 13, -12, -5, 14, -9, 4, 17, 4, 20]","[16, -7, 22, -3, 19, 15, -7, 6, 10, -10, 6, 0, 6]","[28, -18, 40, -10, 34, 26, -18, 8, 16, -24, 8, -4, 8]","[0.07142857142857142, -0.1111111111111111, 0.05, -0.2, 0.058823529411764705, 0.07692307692307693, -0.1111111111111111, 0.25, 0.125, -0.08333333333333333, 0.25, -0.5, 0.25]","[14, -9, 20, -5, 17, 13, -9, 2, 4, 8, -12, 4, -2, 4]","[14, -9, 20, -5, 17, 13, 4, 8, -12, 4, -2, 4]",47,47,73,94,0.12661962220785755,49,56,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
68,"[1, -13, 12, 14, 21, 21, 22, 11, 16, -8, -7, 20, -15]","[14, -8, 21, 12, 20, 22, 21, 11, -15, 16, -7, -13, 1]","[3, -11, 14, 16, 23, 23, 24, 13, 18, -6, -5, 22, -13]","[2, -26, 24, 28, 42, 42, 44, 22, 32, -16, -14, 40, -30]","[1.0, -0.07692307692307693, 0.08333333333333333, 0.07142857142857142, 0.047619047619047616, 0.047619047619047616, 0.045454545454545456, 0.09090909090909091, 0.0625, -0.125, -0.14285714285714285, 0.05, -0.06666666666666667]","[1, -13, 2, 12, 14, 21, 21, 22, 11, 16, -8, -7, 20, -15]","[1, -13, 14, 21, 21, 22, 11, 16, -8, -7, 20, -15]",95,95,121,190,1.08741674991675,97,83,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
69,"[-8, 6, -12, -16, 18, 0, 7, 6, -7]","[-8, -7, 6, 6, 7, 0, 18, -16, -12]","[-6, 8, -10, -14, 20, 2, 9, 8, -5]","[-16, 12, -24, -32, 36, 0, 14, 12, -14]","[-0.125, 0.16666666666666666, -0.08333333333333333, -0.0625, 0.05555555555555555, 'ZeroDivisionError', 0.14285714285714285, 0.16666666666666666, -0.14285714285714285]","[-8, 6, 2, -12, -16, 18, 0, 7, 6, -7]","[-8, 6, -12, -16, 18, 0, 7, -7]",-6,-6,12,-12,error,-4,-12,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
70,"[-2, 2, -13]","[-13, 2, -2]","[0, 4, -11]","[-4, 4, -26]","[-0.5, 0.5, -0.07692307692307693]","[-2, 2, 2, -13]","[2, -13]",-13,-13,-7,-26,-0.07692307692307693,-11,-11,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
71,"[-22, -9, -1, -9, -22, 27]","[-22, -22, -9, 27, -1, -9]","[-20, -7, 1, -7, -20, 29]","[-44, -18, -2, -18, -44, 54]","[-0.045454545454545456, -0.1111111111111111, -1.0, -0.1111111111111111, -0.045454545454545456, 0.037037037037037035]","[2, -22, -9, -1, -9, -22, 27]","[-22, -9, -1, -9, 27]",-36,-36,-24,-72,-1.2760942760942762,-34,-14,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
72,"[1, -8, -7, -7, -9, 9, -12, -13, 19, 12, -5, 11]","[9, -8, -7, 1, 11, 19, -13, -5, -12, -7, -9, 12]","[3, -6, -5, -5, -7, 11, -10, -11, 21, 14, -3, 13]","[2, -16, -14, -14, -18, 18, -24, -26, 38, 24, -10, 22]","[1.0, -0.125, -0.14285714285714285, -0.14285714285714285, -0.1111111111111111, 0.1111111111111111, -0.08333333333333333, -0.07692307692307693, 0.05263157894736842, 0.08333333333333333, -0.2, 0.09090909090909091]","[2, 1, -8, -7, -7, -9, 9, -12, -13, 19, 12, -5, 11]","[1, -8, -7, -7, -9, 9, -12, -13, 19, 12, 11]",-9,-9,15,-18,0.4559033072190968,-7,-4,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
73,"[3, 5, 7, -19, 3, -17, 0, -8, 21, -9, 15, -19, 24]","[-8, -19, -19, 21, 15, 5, 7, 24, 3, -17, -9, 3, 0]","[5, 7, 9, -17, 5, -15, 2, -6, 23, -7, 17, -17, 26]","[6, 10, 14, -38, 6, -34, 0, -16, 42, -18, 30, -38, 48]","[0.3333333333333333, 0.2, 0.14285714285714285, -0.05263157894736842, 0.3333333333333333, -0.058823529411764705, 'ZeroDivisionError', -0.125, 0.047619047619047616, -0.1111111111111111, 0.06666666666666667, -0.05263157894736842, 0.041666666666666664]","[3, 2, 5, 7, -19, 3, -17, 0, -8, 21, -9, 15, -19, 24]","[3, 5, 7, -19, -17, 0, -8, 21, -9, 15, -19, 24]",6,6,32,12,error,8,3,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
74,"[7, -17, 8, -10, -10, -7, -12, -8, 7, -11, -7]","[7, -8, 7, -7, -10, -11, -10, -12, -17, -7, 8]","[9, -15, 10, -8, -8, -5, -10, -6, 9, -9, -5]","[14, -34, 16, -20, -20, -14, -24, -16, 14, -22, -14]","[0.14285714285714285, -0.058823529411764705, 0.125, -0.1, -0.1, -0.14285714285714285, -0.08333333333333333, -0.125, 0.14285714285714285, -0.09090909090909091, -0.14285714285714285]","[7, -17, 8, -10, 2, -10, -7, -12, -8, 7, -11, -7]","[7, -17, 8, -10, -10, -7, -12, 7, -11, -7]",-60,-60,-38,-120,-0.43306595365418893,-58,-52,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
75,"[-14, 12, -4, 7, 7, 11, -4, -1, -9, -1, 0, -5]","[-4, -4, 7, -1, -5, 12, 0, -14, 11, 7, -1, -9]","[-12, 14, -2, 9, 9, 13, -2, 1, -7, 1, 2, -3]","[-28, 24, -8, 14, 14, 22, -8, -2, -18, -2, 0, -10]","[-0.07142857142857142, 0.08333333333333333, -0.25, 0.14285714285714285, 0.14285714285714285, 0.09090909090909091, -0.25, -1.0, -0.1111111111111111, -1.0, 'ZeroDivisionError', -0.2]","[-14, 12, -4, 7, 7, 11, -4, 2, -1, -9, -1, 0, -5]","[-14, -4, 7, 7, 11, -4, -1, -9, -1, 0, -5]",-1,-1,23,-2,error,1,-13,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
76,"[-21, -9, -18, -21]","[-21, -21, -18, -9]","[-19, -7, -16, -19]","[-42, -18, -36, -42]","[-0.047619047619047616, -0.1111111111111111, -0.05555555555555555, -0.047619047619047616]","[2, -21, -9, -18, -21]","[-9, -18, -21]",-69,-69,-61,-138,-0.26190476190476186,-67,-48,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
77,[19],[19],[21],[38],[0.05263157894736842],"[2, 19]",[],19,19,21,38,0.05263157894736842,21,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
78,"[16, -15, -15, -15, 19, 8, 5, 15, 21, -16, -7, 10, -3]","[-7, 10, 16, 8, 15, -15, 21, -3, -15, 19, 5, -16, -15]","[18, -13, -13, -13, 21, 10, 7, 17, 23, -14, -5, 12, -1]","[32, -30, -30, -30, 38, 16, 10, 30, 42, -32, -14, 20, -6]","[0.0625, -0.06666666666666667, -0.06666666666666667, -0.06666666666666667, 0.05263157894736842, 0.125, 0.2, 0.06666666666666667, 0.047619047619047616, -0.0625, -0.14285714285714285, 0.1, -0.3333333333333333]","[16, -15, -15, -15, 19, 8, 5, 15, 2, 21, -16, -7, 10, -3]","[16, -15, -15, -15, 19, 8, 5, 21, -16, -7, 10, -3]",23,23,49,46,-0.08427318295739347,25,8,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
79,"[4, 17, -15]","[-15, 4, 17]","[6, 19, -13]","[8, 34, -30]","[0.25, 0.058823529411764705, -0.06666666666666667]","[2, 4, 17, -15]","[4, 17]",6,6,12,12,0.24215686274509807,8,21,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
80,"[13, -5, -23, -28, 29]","[29, -23, -5, -28, 13]","[15, -3, -21, -26, 31]","[26, -10, -46, -56, 58]","[0.07692307692307693, -0.2, -0.043478260869565216, -0.03571428571428571, 0.034482758620689655]","[13, -5, -23, -28, 2, 29]","[-5, -23, -28, 29]",-14,-14,-4,-28,-0.16778671104008436,-12,-27,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
81,"[-13, 22, -17, 12, -6, 7, -14, 11, -24]","[-6, 12, -13, 22, 11, -17, -14, -24, 7]","[-11, 24, -15, 14, -4, 9, -12, 13, -22]","[-26, 44, -34, 24, -12, 14, -28, 22, -48]","[-0.07692307692307693, 0.045454545454545456, -0.058823529411764705, 0.08333333333333333, -0.16666666666666666, 0.14285714285714285, -0.07142857142857142, 0.09090909090909091, -0.041666666666666664]","[-13, 2, 22, -17, 12, -6, 7, -14, 11, -24]","[-13, 22, -17, -6, 7, -14, 11, -24]",-22,-22,-4,-44,-0.05295439854263382,-20,-34,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
82,"[-6, -3, -15, -8]","[-8, -3, -15, -6]","[-4, -1, -13, -6]","[-12, -6, -30, -16]","[-0.16666666666666666, -0.3333333333333333, -0.06666666666666667, -0.125]","[-6, -3, 2, -15, -8]","[-6, -15, -8]",-32,-32,-24,-64,-0.6916666666666667,-30,-29,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
83,"[-15, -7, 2, -8, 5, -23, 9, -17, 17, -6, -17, -12]","[-8, -6, -15, -23, -12, -17, -7, 9, 2, -17, 17, 5]","[-13, -5, 4, -6, 7, -21, 11, -15, 19, -4, -15, -10]","[-30, -14, 4, -16, 10, -46, 18, -34, 34, -12, -34, -24]","[-0.06666666666666667, -0.14285714285714285, 0.5, -0.125, 0.2, -0.043478260869565216, 0.1111111111111111, -0.058823529411764705, 0.058823529411764705, -0.16666666666666666, -0.058823529411764705, -0.08333333333333333]","[-15, -7, 2, -8, 5, -23, 9, -17, 2, 17, -6, -17, -12]","[-15, -7, 2, -8, 5, 9, -17, 17, -6, -17, -12]",-72,-72,-48,-144,0.1242855113059717,-70,-49,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
84,"[1, 9, 0, 7, -4, -7, 8, 17]","[9, 0, -7, 17, 7, -4, 1, 8]","[3, 11, 2, 9, -2, -5, 10, 19]","[2, 18, 0, 14, -8, -14, 16, 34]","[1.0, 0.1111111111111111, 'ZeroDivisionError', 0.14285714285714285, -0.25, -0.14285714285714285, 0.125, 0.058823529411764705]","[1, 2, 9, 0, 7, -4, -7, 8, 17]","[9, 0, 7, -4, -7, 8, 17]",31,31,47,62,error,33,30,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
85,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
86,"[-21, 4, 6, 11, -9, 1, 4, -26, -20, -2]","[-21, 4, -20, 1, 11, -2, 6, 4, -9, -26]","[-19, 6, 8, 13, -7, 3, 6, -24, -18, 0]","[-42, 8, 12, 22, -18, 2, 8, -52, -40, -4]","[-0.047619047619047616, 0.25, 0.16666666666666666, 0.09090909090909091, -0.1111111111111111, 1.0, 0.25, -0.038461538461538464, -0.05, -0.5]","[2, -21, 4, 6, 11, -9, 1, 4, -26, -20, -2]","[-21, 4, 6, 11, -9, 1, 4, -26, -2]",-52,-52,-32,-104,1.0103840603840604,-50,-32,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
87,[-10],[-10],[-8],[-20],[-0.1],"[-10, 2]",[],-10,-10,-8,-20,-0.1,-8,0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
88,"[-8, -5, 1, -20, -19, -17, 13, 1, -26, -9, -10]","[-10, -26, -19, -5, -8, 13, -20, -17, 1, -9, 1]","[-6, -3, 3, -18, -17, -15, 15, 3, -24, -7, -8]","[-16, -10, 2, -40, -38, -34, 26, 2, -52, -18, -20]","[-0.125, -0.2, 1.0, -0.05, -0.05263157894736842, -0.058823529411764705, 0.07692307692307693, 1.0, -0.038461538461538464, -0.1111111111111111, -0.1]","[-8, -5, 1, -20, -19, -17, 2, 13, 1, -26, -9, -10]","[-5, 1, -20, -19, -17, 13, 1, -26, -9, -10]",-99,-99,-77,-198,1.340895318991294,-97,-91,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
89,"[11, 7, -4, 14, -1, -12, -16, -12, 0, -4, 3, -11]","[-12, -4, -12, -4, 11, -16, 3, 14, -11, 0, 7, -1]","[13, 9, -2, 16, 1, -10, -14, -10, 2, -2, 5, -9]","[22, 14, -8, 28, -2, -24, -32, -24, 0, -8, 6, -22]","[0.09090909090909091, 0.14285714285714285, -0.25, 0.07142857142857142, -1.0, -0.08333333333333333, -0.0625, -0.08333333333333333, 'ZeroDivisionError', -0.25, 0.3333333333333333, -0.09090909090909091]","[2, 11, 7, -4, 14, -1, -12, -16, -12, 0, -4, 3, -11]","[11, 7, -4, -1, -12, -16, -12, 0, -4, 3, -11]",-25,-25,-1,-50,error,-23,-39,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
90,"[-17, -10, -3, 26, -15, -22, -1, 24, 19, 22, 4, -5, 4, 11]","[-22, 4, -17, -5, 24, -10, 11, -1, 19, 22, -3, 4, 26, -15]","[-15, -8, -1, 28, -13, -20, 1, 26, 21, 24, 6, -3, 6, 13]","[-34, -20, -6, 52, -30, -44, -2, 48, 38, 44, 8, -10, 8, 22]","[-0.058823529411764705, -0.1, -0.3333333333333333, 0.038461538461538464, -0.06666666666666667, -0.045454545454545456, -1.0, 0.041666666666666664, 0.05263157894736842, 0.045454545454545456, 0.25, -0.2, 0.25, 0.09090909090909091]","[-17, -10, -3, 26, -15, -22, -1, 24, 19, 22, 4, -5, 2, 4, 11]","[-17, -10, -3, 26, -15, -22, -1, 24, 22, 4, -5, 4, 11]",37,37,65,74,-1.0351546544271002,39,18,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
91,"[11, 13, 16, 3, -13, 5, 15, -14, 3, -7, 8, 19, -18, 17]","[15, 3, 16, -13, 3, 11, 17, 19, 8, 5, 13, -7, -18, -14]","[13, 15, 18, 5, -11, 7, 17, -12, 5, -5, 10, 21, -16, 19]","[22, 26, 32, 6, -26, 10, 30, -28, 6, -14, 16, 38, -36, 34]","[0.09090909090909091, 0.07692307692307693, 0.0625, 0.3333333333333333, -0.07692307692307693, 0.2, 0.06666666666666667, -0.07142857142857142, 0.3333333333333333, -0.14285714285714285, 0.125, 0.05263157894736842, -0.05555555555555555, 0.058823529411764705]","[11, 13, 16, 3, 2, -13, 5, 15, -14, 3, -7, 8, 19, -18, 17]","[11, 13, 16, 3, -13, 5, 15, -14, -7, 8, 19, -18, 17]",58,58,86,116,1.0533562627602875,60,55,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
92,"[-23, 1, -17, 9, -24, 14]","[-24, -17, 9, 14, 1, -23]","[-21, 3, -15, 11, -22, 16]","[-46, 2, -34, 18, -48, 28]","[-0.043478260869565216, 1.0, -0.058823529411764705, 0.1111111111111111, -0.041666666666666664, 0.07142857142857142]","[-23, 1, -17, 9, -24, 14, 2]","[1, -17, 9, -24, 14]",-40,-40,-28,-80,1.0385712255916861,-38,-17,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
93,"[-8, 2, -11, -7, 6, 10, -6]","[-11, -8, 2, -7, 6, -6, 10]","[-6, 4, -9, -5, 8, 12, -4]","[-16, 4, -22, -14, 12, 20, -12]","[-0.125, 0.5, -0.09090909090909091, -0.14285714285714285, 0.16666666666666666, 0.1, -0.16666666666666666]","[-8, 2, -11, -7, 2, 6, 10, -6]","[2, -11, -7, 6, 10, -6]",-14,-14,0,-28,0.24123376623376622,-12,-6,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
94,"[13, 2, 20, 5, 6, 0, 12, -12, 15, 12]","[15, 6, 12, 5, 2, 20, -12, 12, 0, 13]","[15, 4, 22, 7, 8, 2, 14, -10, 17, 14]","[26, 4, 40, 10, 12, 0, 24, -24, 30, 24]","[0.07692307692307693, 0.5, 0.05, 0.2, 0.16666666666666666, 'ZeroDivisionError', 0.08333333333333333, -0.08333333333333333, 0.06666666666666667, 0.08333333333333333]","[13, 2, 20, 5, 6, 0, 12, -12, 2, 15, 12]","[13, 2, 20, 5, 6, 0, 12, 15, 12]",73,73,93,146,error,75,85,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
95,[8],[8],[10],[16],[0.125],"[2, 8]",[],8,8,10,16,0.125,10,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
96,"[-6, 12, 0, 20, 28, 10, 28, -13, 9]","[10, 28, 28, 0, 9, -13, 12, 20, -6]","[-4, 14, 2, 22, 30, 12, 30, -11, 11]","[-12, 24, 0, 40, 56, 20, 56, -26, 18]","[-0.16666666666666666, 0.08333333333333333, 'ZeroDivisionError', 0.05, 0.03571428571428571, 0.1, 0.03571428571428571, -0.07692307692307693, 0.1111111111111111]","[-6, 12, 0, 20, 28, 2, 10, 28, -13, 9]","[12, 0, 20, 28, 10, 28, -13, 9]",88,88,106,176,error,90,94,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
97,"[-8, -7, 19, 12, 16, 6, 12, 11, -8, -7, 19]","[11, 12, 12, 19, -8, 16, -7, 19, -8, 6, -7]","[-6, -5, 21, 14, 18, 8, 14, 13, -6, -5, 21]","[-16, -14, 38, 24, 32, 12, 24, 22, -16, -14, 38]","[-0.125, -0.14285714285714285, 0.05263157894736842, 0.08333333333333333, 0.0625, 0.16666666666666666, 0.08333333333333333, 0.09090909090909091, -0.125, -0.14285714285714285, 0.05263157894736842]","[-8, -7, 2, 19, 12, 16, 6, 12, 11, -8, -7, 19]","[-8, -7, 12, 16, 6, 12, 11, -8, -7, 19]",65,65,87,130,0.056291296422875337,67,46,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
98,"[-8, 0, 25, 25, 18, -1, 7, -6]","[-6, -8, 18, 25, -1, 0, 7, 25]","[-6, 2, 27, 27, 20, 1, 9, -4]","[-16, 0, 50, 50, 36, -2, 14, -12]","[-0.125, 'ZeroDivisionError', 0.04, 0.04, 0.05555555555555555, -1.0, 0.14285714285714285, -0.16666666666666666]","[-8, 0, 25, 25, 2, 18, -1, 7, -6]","[-8, 25, 25, 18, -1, 7, -6]",60,60,76,120,error,62,60,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
